Size;Generation(µs);Serialization(µs);ToRedis(µs)
512x512;24532;222;2800
128x128;1519;12;134
512x512;24222;168;2867
256x256;6188;55;270
512x512;24284;241;2656
512x512;24199;197;2785
512x512;24168;209;2731
512x512;24642;188;2645
512x512;24365;213;2563
256x256;6214;43;250
256x256;6259;48;261
128x128;1513;8;104
256x256;6050;21;155
512x512;24430;355;2667
512x512;24622;305;2675
256x256;6119;45;249
512x512;24410;214;2728
512x512;24049;303;2666
512x512;24188;208;2780
256x256;6145;44;259
256x256;6112;25;183
128x128;1593;9;93
512x512;24521;206;2611
512x512;24015;242;2607
128x128;1532;11;125
128x128;1552;6;68
256x256;6220;37;212
128x128;1512;4;94
128x128;1519;4;89
128x128;1490;4;103
128x128;1510;4;87
256x256;6034;35;216
128x128;1582;8;112
256x256;6221;42;235
512x512;24190;245;2690
512x512;24125;210;2827
256x256;6158;44;264
128x128;1527;8;99
256x256;6041;24;164
512x512;24171;261;2686
512x512;24352;203;2611
256x256;6039;40;246
512x512;24376;202;2636
128x128;1626;10;125
128x128;1589;5;121
512x512;24158;209;2558
256x256;6172;39;244
256x256;6202;21;184
256x256;6051;41;207
512x512;24182;198;2576
256x256;6111;62;291
512x512;24518;160;2566
512x512;24262;203;2655
128x128;1588;11;122
128x128;1563;5;95
512x512;24466;229;2578
256x256;6290;53;286
512x512;24280;202;2625
128x128;1594;24;173
256x256;6139;49;259
256x256;6084;22;214
512x512;24561;293;2802
256x256;6153;108;382
512x512;25389;228;2622
512x512;24328;217;2579
256x256;6045;48;271
512x512;24306;205;2597
128x128;1530;11;122
256x256;6136;36;208
512x512;24091;211;2576
512x512;24464;203;2548
512x512;23945;366;2695
512x512;24543;209;2564
128x128;1594;10;124
128x128;1570;6;104
128x128;1517;4;93
512x512;24684;210;2599
128x128;1503;10;119
128x128;1606;4;95
512x512;24178;206;2615
512x512;24391;256;2658
256x256;6050;40;249
512x512;24175;225;2602
512x512;24081;227;2718
256x256;6083;47;262
512x512;24184;210;2677
128x128;1614;11;128
256x256;6062;36;207
256x256;6100;20;175
128x128;1510;6;89
512x512;24250;200;2624
512x512;24308;208;2643
512x512;24271;215;2597
512x512;24326;249;2688
512x512;24280;249;2749
128x128;1572;11;138
256x256;6073;36;213
256x256;6134;20;183
512x512;24214;211;2598
256x256;6051;39;240
128x128;1553;8;108
256x256;6076;21;155
128x128;1518;9;125
256x256;6130;37;252
128x128;1553;9;171
128x128;1507;4;98
128x128;1663;4;99
128x128;1506;4;101
512x512;24143;202;2688
128x128;1569;11;127
512x512;24368;208;2597
256x256;6040;41;248
256x256;6114;43;282
128x128;1620;8;73
256x256;6412;24;168
128x128;1520;9;115
128x128;1620;9;114
256x256;6084;36;217
256x256;6016;19;181
128x128;1501;6;94
256x256;6056;20;158
128x128;1512;5;89
512x512;24435;197;2576
512x512;24258;190;2574
512x512;24272;240;2593
256x256;6680;46;233
512x512;24483;184;2563
256x256;6033;38;241
512x512;24385;207;2591
256x256;6052;38;214
512x512;24290;191;2552
256x256;6023;37;244
256x256;6117;56;271
512x512;24219;161;2895
256x256;6359;43;257
512x512;24105;251;2646
256x256;6067;56;276
128x128;1508;9;100
128x128;1535;3;87
256x256;6049;22;150
128x128;1636;4;52
512x512;24293;195;2658
128x128;1554;10;139
128x128;1501;4;92
128x128;1610;3;93
512x512;24367;204;2554
512x512;24361;206;2562
128x128;1526;12;126
128x128;1513;5;105
512x512;24032;212;2624
512x512;24581;195;2621
256x256;6078;39;244
512x512;24371;202;2708
256x256;6077;38;260
128x128;1502;9;98
512x512;24049;191;2551
512x512;24364;199;2701
512x512;24274;203;2574
256x256;6102;42;249
256x256;6027;20;209
128x128;1618;8;130
128x128;1653;3;126
128x128;1599;7;92
128x128;1557;6;99
128x128;1505;4;91
512x512;24123;196;2935
512x512;24864;187;2562
128x128;1503;11;124
256x256;6068;45;263
512x512;24329;221;2898
256x256;6143;43;268
128x128;1511;9;102
512x512;24286;213;2578
256x256;6009;39;240
256x256;6066;36;226
256x256;6391;43;292
256x256;6301;50;1316
512x512;24619;181;2736
512x512;24243;197;2607
512x512;24220;190;2572
128x128;1518;10;171
256x256;6089;36;240
512x512;24229;198;2595
512x512;24175;192;2631
512x512;24390;202;2672
128x128;1588;10;157
128x128;1627;5;163
512x512;24311;193;2564
256x256;6144;39;269
256x256;6201;48;281
256x256;6106;42;246
512x512;24035;339;2974
256x256;6112;41;250
512x512;24312;168;3163
128x128;1566;15;140
128x128;1791;5;103
256x256;6070;34;271
512x512;24069;195;2665
128x128;1568;10;93
512x512;24242;214;2786
512x512;24398;200;2602
256x256;6072;46;262
128x128;1509;8;100
512x512;24225;214;2656
128x128;1568;10;186
256x256;6190;40;235
256x256;6172;20;218
128x128;1582;8;63
128x128;1576;4;120
256x256;6047;45;292
512x512;25309;203;3169
512x512;24427;251;2903
512x512;24336;194;2773
256x256;6121;62;320
128x128;1526;9;140
128x128;1505;4;125
512x512;24150;211;2840
128x128;1600;17;238
128x128;1519;4;101
512x512;24360;269;2845
512x512;24187;214;2569
128x128;1570;18;236
256x256;6095;39;256
256x256;6058;21;182
256x256;6205;25;180
512x512;24344;209;2655
128x128;1604;10;153
128x128;1526;7;113
256x256;6086;35;229
256x256;6059;55;242
256x256;6082;31;210
128x128;1557;7;96
256x256;6100;19;161
256x256;6093;18;170
128x128;1497;5;89
128x128;1523;4;88
256x256;6177;37;224
256x256;6290;51;254
512x512;24221;215;2776
256x256;6027;43;256
512x512;24483;213;2607
128x128;1520;10;127
512x512;24328;229;2614
128x128;1568;10;148
256x256;6268;36;240
128x128;1553;7;160
256x256;6152;23;197
512x512;24180;210;2840
128x128;1535;11;126
512x512;24244;212;2595
256x256;6190;43;257
128x128;1555;9;101
128x128;1594;4;90
512x512;24403;198;2595
256x256;6200;37;241
128x128;1524;14;130
256x256;6057;40;308
256x256;6060;46;289
512x512;24535;209;2606
256x256;6273;44;253
128x128;1518;10;98
256x256;6049;20;158
256x256;6079;35;218
256x256;6123;40;294
256x256;6046;22;173
512x512;24171;213;2615
512x512;24245;220;2629
128x128;1518;11;98
512x512;24287;232;2721
512x512;24077;202;2785
256x256;6143;44;263
512x512;24317;265;2843
256x256;6095;40;271
128x128;1571;11;124
128x128;1510;4;128
256x256;6016;31;203
512x512;24477;249;2642
512x512;24208;217;2584
128x128;1521;11;122
256x256;6292;43;238
128x128;1512;8;97
512x512;24041;204;2588
512x512;24570;213;2590
512x512;24211;223;2582
512x512;24261;213;2570
256x256;6056;43;307
128x128;1497;9;87
512x512;24283;207;2595
512x512;24428;216;2633
128x128;1530;11;86
256x256;6132;103;240
512x512;24180;205;2602
256x256;6078;45;248
256x256;6000;19;176
512x512;24284;206;2774
512x512;24348;212;2602
256x256;6098;42;251
512x512;24279;201;2595
512x512;24172;193;2567
512x512;24140;215;2626
512x512;24302;207;2588
512x512;24292;248;2609
512x512;24269;216;2959
128x128;1631;12;163
512x512;24427;164;2929
128x128;1556;15;153
128x128;1601;7;110
512x512;24275;187;2819
256x256;6108;42;266
512x512;24099;203;2750
512x512;24340;213;2870
128x128;1534;12;180
256x256;6154;40;251
512x512;24310;268;2605
128x128;1648;10;123
256x256;6057;35;206
512x512;24186;206;2589
512x512;24169;216;2663
256x256;6149;45;251
128x128;1685;8;102
128x128;1657;3;100
512x512;24312;225;2674
128x128;1605;10;127
256x256;6055;35;241
512x512;24492;202;2615
128x128;1611;10;129
128x128;1512;4;94
128x128;1577;3;90
256x256;6078;35;211
128x128;1518;8;114
256x256;6169;39;238
128x128;1575;8;99
128x128;1599;4;92
256x256;6051;26;171
512x512;24151;215;2592
128x128;1509;10;122
256x256;6055;41;233
512x512;24289;205;2634
512x512;24345;219;2833
512x512;24278;205;2669
512x512;24154;212;2611
512x512;24011;353;2936
256x256;6091;41;250
128x128;1499;8;96
512x512;24237;252;2580
128x128;1564;10;119
128x128;1556;4;151
256x256;5987;55;253
128x128;1565;11;149
256x256;6079;24;202
512x512;24522;248;2599
256x256;6097;39;267
128x128;1547;9;104
128x128;1603;8;109
128x128;1578;8;106
256x256;6065;38;230
128x128;1519;7;97
512x512;24131;200;2609
512x512;24490;215;2727
512x512;24167;214;2737
512x512;24419;189;2576
256x256;6078;66;306
128x128;1614;10;136
128x128;1519;4;89
256x256;6058;24;201
512x512;24263;204;2696
128x128;1525;11;130
256x256;6072;35;203
256x256;6059;22;176
256x256;6092;18;166
512x512;24366;197;2570
256x256;6018;63;272
512x512;24222;180;2550
128x128;1533;25;173
256x256;6160;42;283
256x256;6077;40;256
128x128;1550;8;132
128x128;1574;4;132
512x512;24361;203;2687
128x128;1520;11;125
256x256;6041;35;205
512x512;24223;321;2636
512x512;24445;206;2603
256x256;6026;43;251
512x512;24223;209;2587
512x512;24329;195;2568
512x512;24526;215;2648
128x128;1664;10;126
512x512;24448;206;2595
512x512;24115;225;2706
512x512;24255;211;2839
128x128;1576;13;134
512x512;24708;188;2774
256x256;6084;46;273
256x256;6090;20;211
512x512;24259;231;2626
512x512;24210;271;2649
128x128;1520;10;155
256x256;6091;41;280
256x256;6106;20;228
256x256;6126;20;170
128x128;1504;8;96
128x128;1504;4;89
256x256;6099;43;352
512x512;24210;159;2912
128x128;1575;11;220
512x512;24364;202;2839
128x128;1532;11;141
256x256;6115;39;247
512x512;24587;213;2600
256x256;6042;38;267
512x512;24356;234;2612
256x256;6227;40;216
256x256;5999;19;179
128x128;1505;9;94
512x512;24157;203;2586
128x128;1636;10;88
512x512;24216;195;2581
512x512;24218;216;2605
512x512;24348;204;2603
256x256;6123;52;263
128x128;1519;8;99
512x512;24245;213;2583
128x128;1516;11;122
512x512;24211;199;2581
256x256;6184;42;275
512x512;24239;201;2927
128x128;1598;11;125
256x256;6192;35;201
128x128;1507;6;93
128x128;1526;4;88
512x512;24174;190;2755
512x512;24484;194;2774
128x128;1635;11;113
128x128;1736;5;68
256x256;6031;36;206
512x512;24180;188;2687
512x512;24007;198;2727
128x128;1563;10;177
256x256;6081;36;213
512x512;24292;186;2643
512x512;24266;199;2584
128x128;1514;11;118
256x256;6012;36;208
128x128;1601;11;120
128x128;1524;9;114
256x256;6175;35;206
256x256;6082;23;185
256x256;6220;18;167
256x256;5980;17;160
256x256;6290;46;258
256x256;6049;53;233
256x256;6115;19;172
512x512;24274;205;2620
256x256;6068;38;238
256x256;6197;19;176
512x512;24176;199;2591
128x128;1558;11;122
256x256;6059;35;209
512x512;25072;218;2651
512x512;24258;258;2589
512x512;24343;196;2630
128x128;1519;12;121
256x256;6045;35;209
128x128;1515;5;108
256x256;6036;46;253
512x512;24647;198;2959
512x512;24002;189;2552
256x256;6273;52;266
512x512;24202;207;2782
128x128;1589;14;152
512x512;24298;188;2661
512x512;24794;197;2669
512x512;24483;191;2566
256x256;6089;40;317
256x256;6143;47;296
512x512;24181;197;3041
512x512;24151;189;2587
128x128;1518;11;155
128x128;1602;9;163
128x128;1533;6;134
512x512;24438;198;2713
512x512;24254;195;2621
128x128;1551;11;160
256x256;6075;48;319
512x512;24155;203;2873
512x512;24377;193;2629
256x256;6075;62;260
256x256;6105;43;236
128x128;1552;8;98
128x128;1555;4;60
256x256;6014;20;156
256x256;6040;18;165
128x128;1505;4;89
256x256;6082;48;271
512x512;24199;179;2581
512x512;24204;202;2590
512x512;24098;191;2579
128x128;1640;11;121
128x128;1569;5;96
512x512;24389;204;2605
128x128;1555;10;123
256x256;6096;36;210
512x512;24056;189;2659
128x128;1559;11;122
128x128;1607;4;94
128x128;1515;4;58
256x256;6260;41;254
512x512;24193;383;3289
512x512;24068;195;2572
512x512;24513;203;2584
128x128;1524;10;120
128x128;1509;5;100
512x512;24260;193;2580
512x512;24307;206;2716
256x256;6035;42;246
512x512;24259;191;2740
128x128;1603;10;181
256x256;6209;50;321
128x128;1564;8;138
256x256;6045;21;170
128x128;1496;4;91
512x512;24348;227;2580
256x256;6138;41;240
128x128;1557;9;97
128x128;1532;4;87
512x512;24139;202;2658
128x128;1585;11;96
512x512;24386;255;2604
256x256;6248;42;274
128x128;1564;9;74
256x256;6241;22;149
512x512;24192;202;2698
512x512;24107;195;2621
256x256;6355;40;248
256x256;6121;50;263
256x256;6059;21;176
512x512;24123;203;2692
512x512;24422;321;2824
128x128;1514;11;162
128x128;1525;5;104
256x256;6059;39;220
512x512;24204;209;2615
128x128;1518;13;141
128x128;1514;5;141
256x256;5994;37;179
256x256;6023;20;175
512x512;24203;205;2671
128x128;1565;10;91
512x512;24143;221;2585
256x256;6069;42;244
128x128;1568;8;62
256x256;6132;49;281
128x128;1525;9;105
512x512;24535;250;3133
512x512;24405;192;2578
128x128;1598;11;171
512x512;24148;203;2569
512x512;24263;192;2680
128x128;1562;10;165
128x128;1573;5;96
256x256;6209;84;261
512x512;24158;199;2583
256x256;6112;46;265
