Size;Generation(µs);Serialization(µs);ToRedis(µs)
128x128;3584;3;142
256x256;14332;10;380
512x512;57208;164;1688
128x128;3616;8;141
512x512;57996;118;1406
256x256;14268;45;377
128x128;3603;7;106
256x256;14580;11;685
128x128;3579;2;164
256x256;14400;11;722
512x512;57541;134;1577
256x256;14526;37;469
128x128;3825;9;138
512x512;58249;140;1757
512x512;57043;108;1387
512x512;57351;102;1571
512x512;57275;127;1492
512x512;57286;143;1794
256x256;14534;39;904
512x512;58093;127;1844
512x512;57456;118;1701
256x256;14352;41;684
128x128;3597;8;181
512x512;57692;183;1642
128x128;3598;8;181
256x256;14642;39;400
256x256;14613;14;453
256x256;14421;12;452
512x512;58099;182;1737
128x128;3807;9;129
128x128;3870;9;127
128x128;3590;2;116
512x512;57113;164;1542
512x512;58746;133;1794
128x128;3840;8;126
256x256;14730;41;6978
128x128;3689;4;175
512x512;57972;178;1666
512x512;58301;167;1962
256x256;14418;41;751
512x512;58334;172;1616
128x128;3599;8;143
256x256;14651;40;473
256x256;14762;14;345
256x256;14417;16;387
512x512;57648;164;1805
128x128;3607;9;142
128x128;3842;3;123
512x512;58035;151;1766
256x256;14863;40;434
256x256;14276;13;434
512x512;58533;187;1679
256x256;14386;39;358
512x512;57863;167;1613
512x512;57971;118;1774
256x256;14382;40;404
256x256;14722;17;356
128x128;3596;9;111
128x128;3595;3;99
128x128;3570;2;113
128x128;3750;3;150
256x256;14575;22;695
128x128;3590;5;201
256x256;14851;14;659
256x256;14371;11;446
256x256;14295;11;686
256x256;14350;11;805
256x256;14605;34;608
256x256;14547;16;503
128x128;3620;8;126
128x128;3597;3;132
256x256;15335;24;416
512x512;57800;158;1586
512x512;57561;122;1800
128x128;3602;9;142
512x512;59483;161;2958
512x512;57595;188;1995
256x256;14325;39;514
256x256;14368;16;373
128x128;3599;9;135
128x128;3578;3;99
128x128;3640;3;96
256x256;14426;13;618
128x128;3622;3;107
128x128;3600;2;99
128x128;3600;2;97
512x512;57792;167;1858
256x256;14556;40;398
256x256;14384;10;370
256x256;14363;11;705
512x512;57376;164;1824
128x128;3819;8;123
512x512;57391;231;2015
512x512;57840;246;2553
128x128;3653;8;237
256x256;14356;38;573
128x128;3597;10;149
256x256;14453;43;556
512x512;58602;205;1981
512x512;58923;206;2096
256x256;14666;41;498
256x256;14396;25;460
256x256;14606;24;538
512x512;58057;219;2052
512x512;57701;190;1867
256x256;14676;39;497
128x128;3635;8;146
128x128;3584;2;118
128x128;3860;2;125
256x256;14409;32;394
512x512;58069;237;2083
512x512;57782;193;1911
512x512;58696;108;1684
256x256;14651;40;496
256x256;14411;11;336
512x512;57730;184;1956
256x256;14764;43;387
256x256;14760;17;345
256x256;14391;12;330
256x256;14355;11;341
512x512;57806;151;1918
128x128;3590;8;129
512x512;57644;171;1536
128x128;3611;7;131
128x128;3580;2;125
512x512;57118;171;1900
256x256;14441;39;471
256x256;14374;12;743
512x512;57140;158;1752
512x512;57613;152;1508
128x128;3588;9;137
256x256;14318;39;476
256x256;14350;12;405
256x256;14399;14;686
512x512;58413;158;1840
512x512;57706;153;1733
512x512;57913;127;1827
128x128;3602;9;140
512x512;57413;185;1814
256x256;14583;37;449
512x512;57192;146;1608
512x512;57776;140;1699
512x512;58735;138;1692
128x128;3567;8;136
128x128;3862;3;131
128x128;3580;2;138
128x128;3612;3;135
512x512;57435;124;1699
256x256;14361;45;484
512x512;57435;170;1813
512x512;58155;106;1591
128x128;3591;9;140
512x512;57183;115;1543
512x512;58430;97;1611
512x512;57406;89;1543
512x512;57218;101;1620
128x128;3831;10;133
128x128;3906;4;126
256x256;14376;40;708
128x128;3587;3;200
256x256;14353;11;742
128x128;3599;3;462
512x512;58039;166;1657
512x512;58322;164;1583
512x512;57181;117;1535
128x128;3596;9;142
128x128;3567;2;120
128x128;3557;2;141
256x256;14454;42;846
256x256;14397;11;722
512x512;57960;176;1846
512x512;57493;121;1829
256x256;14801;41;372
128x128;3587;9;139
512x512;57721;267;1914
512x512;58839;163;2013
128x128;3615;8;149
256x256;14379;42;559
128x128;4141;10;174
128x128;3785;5;160
256x256;14706;49;551
256x256;14376;42;4299
128x128;3838;9;174
256x256;14303;35;540
512x512;57708;163;1871
512x512;57320;194;3981
128x128;3655;10;170
128x128;3624;3;117
512x512;57532;178;2138
128x128;3778;8;176
128x128;3605;5;159
512x512;57655;164;1768
512x512;57305;163;1723
128x128;3869;8;124
256x256;14743;39;457
256x256;14371;22;503
256x256;14865;14;361
512x512;58580;218;2066
256x256;14785;40;816
128x128;3621;8;176
256x256;15197;18;407
256x256;14968;18;429
128x128;3927;8;120
512x512;57200;179;1658
128x128;3746;9;123
128x128;3615;3;131
128x128;3588;2;105
256x256;14396;38;621
256x256;14589;16;359
128x128;3737;10;190
128x128;3615;3;134
256x256;15165;23;415
256x256;14535;17;412
256x256;15135;18;407
512x512;57897;166;1567
128x128;3864;10;148
256x256;14397;37;422
256x256;14687;12;499
256x256;14298;15;441
128x128;3618;7;140
256x256;14697;30;480
256x256;14630;17;413
512x512;58477;157;1926
256x256;14405;39;490
512x512;57275;154;1589
256x256;14958;37;672
256x256;14384;10;391
256x256;14392;12;901
128x128;3575;9;184
512x512;57589;160;1557
256x256;14306;40;363
256x256;14339;11;472
128x128;3582;8;171
256x256;14321;12;653
512x512;58107;175;1789
128x128;3600;8;120
128x128;3752;3;119
256x256;14637;38;688
128x128;3757;3;181
256x256;14363;12;441
512x512;57624;144;1830
256x256;14525;38;385
128x128;3577;8;167
256x256;14344;11;698
512x512;57589;138;1853
512x512;57827;122;1538
512x512;57701;110;1802
256x256;14381;40;415
128x128;3546;9;209
128x128;3588;3;119
128x128;3615;2;136
128x128;3676;3;181
256x256;14683;12;779
256x256;14350;12;476
128x128;3578;4;162
128x128;3602;2;161
512x512;57355;146;1777
128x128;3600;8;144
256x256;14396;36;475
256x256;14327;12;356
256x256;14345;11;418
256x256;14292;10;730
512x512;57409;150;1630
512x512;58062;123;1737
128x128;3861;9;128
256x256;15030;41;462
512x512;57790;134;1704
512x512;57958;137;1665
256x256;14855;37;461
512x512;57045;123;1863
128x128;3604;9;147
512x512;58027;126;1483
256x256;14278;41;358
128x128;3632;9;172
128x128;3597;2;128
256x256;14417;39;432
128x128;3621;8;115
512x512;57547;172;1773
512x512;57069;105;1897
128x128;3609;9;134
128x128;3595;2;125
512x512;57130;107;1633
128x128;3787;7;130
512x512;57867;154;1501
256x256;14333;40;721
128x128;3602;8;133
128x128;3599;2;135
128x128;3570;2;143
512x512;57476;133;1354
512x512;57798;151;1654
256x256;15283;38;439
256x256;14316;10;696
512x512;57791;133;1538
512x512;57557;141;1602
256x256;14412;39;912
256x256;14902;11;375
128x128;3750;10;135
512x512;57721;162;1571
256x256;14390;39;515
512x512;57213;147;1681
128x128;3587;9;126
256x256;14360;39;426
512x512;57206;150;1601
128x128;3740;8;128
512x512;58079;144;1541
128x128;3607;10;120
256x256;14869;40;773
512x512;57574;131;1553
512x512;57106;130;1531
512x512;58191;183;1871
512x512;57573;112;1792
256x256;14302;39;742
512x512;57492;132;1536
128x128;3591;9;122
512x512;57065;116;1656
128x128;3861;7;123
128x128;3824;3;138
128x128;3595;2;137
128x128;3582;2;133
512x512;57395;113;1603
256x256;14258;39;769
512x512;57897;191;1702
128x128;3900;9;128
512x512;58014;165;1749
512x512;57768;204;2121
256x256;14337;37;565
256x256;14354;30;460
512x512;59021;184;1754
256x256;14406;46;420
256x256;14404;27;390
512x512;57451;154;1658
128x128;3632;8;132
256x256;14299;42;416
256x256;14955;15;530
128x128;4003;6;119
128x128;3580;2;105
256x256;14334;21;511
256x256;14385;11;478
512x512;57407;187;1822
128x128;3625;8;147
512x512;57398;107;1474
512x512;57690;124;1431
128x128;3603;8;113
256x256;14657;41;545
512x512;57174;162;1712
256x256;14436;41;525
512x512;58210;165;1917
128x128;3591;9;138
256x256;14414;42;486
128x128;3597;5;137
128x128;3567;3;117
512x512;57486;145;1477
512x512;57767;109;1739
256x256;14361;38;635
256x256;14346;11;407
512x512;57443;130;1534
512x512;57239;110;1731
128x128;3621;8;139
128x128;3592;2;128
256x256;14901;38;958
128x128;3630;3;188
128x128;3587;2;190
512x512;57484;129;1434
256x256;14336;35;571
128x128;3572;8;134
128x128;3602;2;138
512x512;57462;128;1385
128x128;3603;7;112
512x512;57166;169;1760
512x512;57734;139;1624
128x128;3604;8;120
512x512;57209;148;1655
512x512;57545;197;1782
512x512;57544;120;1482
256x256;14840;37;443
256x256;14887;10;843
512x512;58494;137;1548
256x256;14291;41;662
512x512;57635;147;1440
128x128;3605;8;124
128x128;3576;3;125
512x512;57451;151;1682
256x256;14387;40;372
512x512;57211;139;1923
512x512;57402;115;1225
256x256;14390;39;426
128x128;3583;9;172
512x512;57484;137;1388
128x128;3609;8;125
512x512;57507;121;1664
512x512;57506;163;1728
128x128;3619;8;135
128x128;3581;3;119
512x512;57534;110;1549
256x256;14352;45;444
512x512;57224;128;1482
128x128;3657;9;135
256x256;14377;39;424
256x256;14634;26;421
512x512;57547;193;1847
256x256;14531;55;472
256x256;14737;14;345
256x256;14346;11;353
512x512;58028;162;1374
256x256;14419;38;487
256x256;14379;12;404
128x128;3595;9;172
128x128;3832;4;163
512x512;57798;159;1464
128x128;3549;9;121
512x512;57297;120;1835
128x128;3632;8;120
128x128;3609;2;123
128x128;3557;3;99
512x512;58491;115;1463
128x128;3583;7;112
256x256;14301;43;848
512x512;57534;148;1582
128x128;3620;7;128
128x128;3611;3;125
512x512;57441;119;1721
512x512;57538;108;1552
128x128;3595;8;123
128x128;3574;2;126
256x256;14305;44;568
512x512;57296;185;1751
128x128;3600;8;134
128x128;3619;2;110
128x128;3591;2;138
256x256;14386;41;763
256x256;14418;10;892
512x512;57388;133;1435
512x512;57477;114;1401
128x128;3605;8;118
128x128;3585;2;104
256x256;14269;42;622
256x256;14367;20;439
256x256;14305;10;418
128x128;3592;9;139
256x256;14364;10;551
512x512;57284;159;1518
128x128;3622;9;136
512x512;57413;146;1865
128x128;3845;7;141
256x256;14345;44;428
128x128;3600;2;186
128x128;3543;2;139
128x128;3782;4;144
256x256;14586;17;548
256x256;14307;12;437
256x256;14297;12;618
256x256;14345;10;652
128x128;3592;5;193
256x256;14330;11;404
256x256;14357;10;708
256x256;14339;11;484
512x512;57360;164;1678
512x512;57523;109;1547
512x512;57289;95;1720
256x256;14650;42;450
512x512;57743;127;1674
512x512;57143;145;1736
128x128;3563;9;113
256x256;14472;40;866
512x512;57215;145;1570
512x512;57401;109;1814
256x256;14851;38;347
512x512;57443;124;1513
512x512;57538;103;1402
256x256;14326;40;628
128x128;3580;9;147
256x256;14377;12;358
512x512;57564;140;1447
256x256;14367;37;648
256x256;14338;10;388
128x128;3590;9;143
256x256;14331;34;581
256x256;14943;20;359
256x256;14344;12;580
256x256;14391;11;422
512x512;57407;146;1474
512x512;57889;144;1417
128x128;3622;9;135
128x128;3809;3;144
128x128;3568;2;137
128x128;3575;2;141
256x256;14580;40;549
128x128;3578;6;137
512x512;57372;147;1714
512x512;57672;143;1822
512x512;57778;111;1838
256x256;14862;39;579
512x512;57823;173;1843
256x256;14703;40;801
512x512;57134;154;1619
128x128;3611;8;113
128x128;3613;2;130
256x256;14399;44;403
256x256;14363;20;531
128x128;3597;10;137
512x512;57714;151;1507
512x512;57398;98;1509
128x128;3581;8;127
256x256;14513;43;381
128x128;3612;3;110
512x512;57852;149;1641
128x128;3591;7;135
256x256;14376;38;369
256x256;14346;10;645
512x512;57280;141;1475
512x512;57522;135;1850
256x256;14394;40;519
128x128;3605;8;161
256x256;14614;12;388
512x512;57676;149;1580
256x256;14342;41;361
128x128;3767;9;133
512x512;57812;136;1371
512x512;57513;137;1615
128x128;3611;8;114
512x512;57498;111;1529
512x512;57183;95;1452
512x512;57633;105;1856
256x256;14432;39;817
512x512;57710;110;1623
512x512;57815;130;1688
128x128;3735;9;134
512x512;57443;109;1742
128x128;3609;8;132
512x512;57502;146;1795
512x512;57105;178;2158
128x128;3649;8;150
128x128;3627;3;137
256x256;14461;37;476
512x512;57753;186;1698
128x128;3838;9;136
128x128;3788;3;124
128x128;3594;2;155
512x512;57467;123;1985
256x256;14298;37;774
128x128;3584;9;164
512x512;58634;125;1383
512x512;57222;109;1963
128x128;4023;9;128
128x128;3687;3;150
256x256;14509;41;652
256x256;14441;28;412
512x512;57793;173;1634
256x256;14364;39;465
256x256;14556;11;410
512x512;58111;159;1646
128x128;3613;8;143
256x256;14413;35;458
128x128;3598;6;166
128x128;3609;3;163
512x512;58002;173;1545
128x128;3592;9;152
256x256;14334;32;409
128x128;3618;9;107
256x256;14375;12;403
512x512;57407;155;1999
256x256;15380;40;400
512x512;58829;180;1696
512x512;57196;110;1595
512x512;57815;163;1769
128x128;3644;8;114
128x128;3602;3;105
512x512;58426;193;1847
128x128;3805;8;131
512x512;57203;99;1689
256x256;14607;39;670
256x256;14442;22;439
512x512;57821;159;1674
512x512;57329;121;1806
512x512;57609;93;1527
128x128;3783;9;146
256x256;14313;41;1043
128x128;3599;3;192
256x256;14332;11;760
512x512;58033;148;2031
256x256;14981;36;1041
256x256;14293;11;413
128x128;3582;9;150
512x512;57678;145;1569
128x128;3584;8;172
256x256;14326;37;483
512x512;57390;146;1535
512x512;57040;121;1552
256x256;14433;42;370
512x512;57505;127;1365
512x512;57437;147;1383
512x512;57504;115;1623
512x512;58323;101;1578
512x512;57147;105;1722
128x128;3613;8;135
256x256;14622;40;641
256x256;14301;11;648
512x512;57568;173;1744
256x256;14564;38;489
512x512;57136;117;1565
512x512;57417;114;1518
512x512;57508;125;1634
512x512;57298;103;1684
128x128;3625;9;132
128x128;3603;2;126
512x512;57474;100;1571
128x128;3832;7;121
512x512;57454;110;1498
128x128;3594;7;115
256x256;14344;39;522
128x128;3616;3;169
512x512;57222;144;1584
512x512;57650;103;1555
256x256;15133;39;436
256x256;14292;23;478
256x256;14400;35;518
512x512;58578;204;1912
256x256;14796;37;542
128x128;3643;8;143
256x256;14396;41;600
512x512;57937;171;1655
256x256;14709;40;395
512x512;57960;134;1661
512x512;57838;113;1615
256x256;14413;44;369
128x128;3578;8;126
256x256;14295;12;931
128x128;3586;4;221
256x256;14328;11;923
128x128;3586;3;459
128x128;3562;2;416
512x512;57525;159;2112
256x256;14686;39;519
256x256;14810;22;458
512x512;57574;148;1484
128x128;3585;10;117
512x512;57391;122;1614
256x256;14473;41;411
512x512;57693;138;1618
128x128;3578;8;124
256x256;14369;38;684
128x128;3589;2;184
256x256;14303;11;839
128x128;3603;3;191
128x128;3575;2;194
512x512;57373;144;1582
128x128;3604;8;128
256x256;14223;37;773
512x512;57399;138;1822
128x128;3627;8;123
256x256;14473;36;749
128x128;3628;2;203
512x512;57518;167;1671
256x256;14313;40;375
128x128;3626;9;137
512x512;57568;165;1534
256x256;14676;39;388
256x256;14363;12;363
128x128;3587;8;156
128x128;3572;3;104
128x128;3584;2;107
256x256;14339;13;586
128x128;3573;4;139
512x512;57685;161;1621
256x256;14298;37;461
256x256;15230;14;467
128x128;3631;10;160
128x128;3595;3;147
256x256;14307;12;615
128x128;3617;2;360
256x256;14358;12;633
128x128;3584;4;430
512x512;57713;158;1656
256x256;15207;37;409
128x128;3621;9;140
512x512;58075;152;1830
256x256;14388;42;514
512x512;57856;159;1712
512x512;58157;152;1745
128x128;3609;8;120
256x256;14479;39;425
256x256;14422;19;501
128x128;3599;7;154
128x128;3598;2;130
256x256;14479;11;374
256x256;14410;10;594
512x512;58354;159;1598
128x128;3647;8;141
256x256;14365;37;394
256x256;14365;10;695
512x512;57288;143;1579
256x256;14355;37;686
512x512;57218;125;1541
512x512;57496;114;1815
512x512;57489;123;1876
256x256;14231;41;676
128x128;3589;9;164
128x128;3567;3;123
128x128;3588;2;105
512x512;57561;138;1551
512x512;58126;122;1672
512x512;57198;186;1579
128x128;3647;9;127
256x256;14338;41;436
512x512;57286;155;1500
512x512;58292;164;1584
128x128;3610;8;138
512x512;57221;125;3687
128x128;3873;8;165
512x512;57534;138;1511
256x256;14464;40;409
256x256;14374;10;480
256x256;14384;11;907
128x128;3580;29;231
256x256;14391;13;433
128x128;3609;3;147
256x256;14246;11;466
512x512;57598;163;1895
256x256;14310;40;379
512x512;57206;135;1587
512x512;57418;118;1533
256x256;14304;42;801
256x256;14341;10;793
128x128;3587;8;216
128x128;3580;2;191
128x128;3865;3;145
128x128;3853;2;144
256x256;14426;12;723
512x512;57432;140;1868
128x128;3878;8;131
128x128;3790;3;130
512x512;57032;115;1659
128x128;3621;7;129
128x128;3604;2;120
512x512;57260;163;1682
128x128;3569;8;134
256x256;14329;42;716
512x512;58185;141;1470
256x256;14650;36;728
128x128;3775;10;194
256x256;14733;18;599
128x128;3785;4;144
512x512;58130;149;1746
512x512;57814;140;1565
128x128;3589;8;136
256x256;14362;39;808
512x512;57588;149;1697
512x512;57428;93;1542
256x256;14359;43;409
512x512;57168;179;1728
128x128;3676;10;148
512x512;59781;219;1659
128x128;3584;10;153
256x256;14672;61;471
512x512;57999;167;3825
128x128;3854;8;139
256x256;14539;36;717
256x256;14387;11;480
512x512;57195;153;1602
512x512;57505;112;1530
512x512;58812;117;1779
512x512;57642;96;1817
512x512;57475;107;1750
512x512;57400;94;1428
256x256;14263;42;436
256x256;14297;12;374
128x128;3598;8;128
128x128;3729;3;148
512x512;58102;146;1869
128x128;3762;8;131
256x256;14668;39;409
256x256;14363;11;667
256x256;14407;15;397
256x256;14561;11;600
512x512;57430;163;1704
256x256;14460;41;396
512x512;57018;147;1516
256x256;14408;37;426
128x128;3604;8;113
256x256;14717;20;397
128x128;3616;4;121
256x256;14392;12;753
128x128;3556;2;143
256x256;14457;14;388
128x128;3581;3;142
512x512;57124;153;1889
256x256;14913;39;441
128x128;3754;9;141
512x512;57522;147;1902
512x512;57644;108;1414
128x128;3626;9;140
256x256;14580;41;400
256x256;14522;21;389
512x512;58175;142;1770
128x128;3586;8;129
256x256;14388;37;814
128x128;3607;9;222
128x128;3593;2;216
256x256;14493;11;432
256x256;14677;13;415
512x512;57250;187;1667
128x128;3578;8;109
512x512;57802;134;1866
512x512;57581;95;1459
128x128;3629;8;126
256x256;15855;38;648
256x256;14300;12;680
512x512;57416;177;1688
256x256;14541;38;361
128x128;3575;9;134
256x256;14359;11;822
512x512;57411;139;1381
256x256;14357;34;917
512x512;57468;162;1457
128x128;3612;8;122
128x128;3574;2;103
128x128;3626;2;100
256x256;14322;39;626
512x512;57825;146;1727
128x128;3624;9;123
512x512;58392;100;1634
512x512;57437;108;1647
512x512;57436;106;1740
512x512;58227;110;1433
128x128;3682;9;124
512x512;57455;116;1600
128x128;3584;8;112
256x256;14295;42;452
512x512;58041;171;1805
256x256;14375;38;376
128x128;3566;9;167
256x256;14319;11;410
128x128;3637;2;175
512x512;57063;144;1698
512x512;57531;131;1751
512x512;57547;101;1654
128x128;3617;8;142
512x512;57391;99;1599
512x512;57901;103;1836
128x128;3581;9;134
256x256;14393;40;689
256x256;14444;10;652
