Size;Generation(µs);Serialization(µs);ToRedis(µs)
128x128;1433;8;97
256x256;5745;17;159
256x256;5714;16;169
128x128;1423;4;93
512x512;22990;209;2101
256x256;5754;34;541
512x512;23145;184;2009
512x512;23311;204;2438
512x512;23061;191;2348
256x256;5840;40;526
256x256;5743;17;169
128x128;1436;8;95
256x256;5704;16;161
128x128;1433;3;93
128x128;1414;3;74
512x512;23022;182;2035
128x128;1433;6;161
128x128;1440;3;90
256x256;5724;31;444
256x256;5742;16;155
128x128;1418;5;79
128x128;1424;3;88
256x256;5733;17;149
128x128;1431;3;92
512x512;22754;182;2132
512x512;22746;177;2251
256x256;5837;39;572
128x128;1408;9;96
256x256;5630;16;213
512x512;22821;180;2021
512x512;22618;181;2270
512x512;22786;173;2262
512x512;22425;167;2239
128x128;1399;8;204
512x512;22411;166;2213
256x256;5624;39;559
128x128;1413;7;140
512x512;22769;179;2028
512x512;22622;222;2511
512x512;23698;179;2401
512x512;22537;171;2266
256x256;5860;41;533
256x256;5728;17;171
256x256;5725;16;156
512x512;22725;172;2037
512x512;22916;178;2317
256x256;5746;40;527
128x128;1450;8;96
512x512;22876;170;1984
256x256;5834;34;554
128x128;1392;8;132
512x512;22736;178;2037
256x256;5636;35;549
256x256;5629;17;181
256x256;5584;16;191
128x128;1442;7;154
128x128;1485;5;129
128x128;1446;4;155
256x256;5658;16;210
256x256;5620;16;188
256x256;5629;16;192
256x256;5634;18;160
256x256;5574;16;153
128x128;1399;4;93
256x256;5652;16;151
512x512;22678;178;2141
128x128;1436;7;165
512x512;22813;183;2264
128x128;1424;7;161
128x128;1406;3;95
512x512;22776;175;2187
256x256;5633;39;512
512x512;22456;164;2248
256x256;5796;34;522
512x512;22431;171;2052
256x256;5687;37;570
512x512;22762;179;1990
512x512;22412;176;2274
128x128;1404;8;198
256x256;5610;39;490
512x512;22656;179;1987
128x128;1401;8;195
256x256;5720;37;500
256x256;5866;16;157
512x512;23367;179;2078
256x256;5749;33;517
128x128;1416;7;96
512x512;22555;174;1983
128x128;1401;7;161
512x512;23094;184;2274
256x256;5906;39;565
128x128;1462;7;95
512x512;23399;191;2054
256x256;5719;37;523
128x128;1431;8;97
512x512;23016;175;1992
512x512;22868;170;2275
256x256;5736;38;548
128x128;1426;8;95
128x128;1443;3;92
512x512;22961;175;2018
512x512;23191;177;2284
256x256;5703;38;531
256x256;5749;17;176
512x512;22801;174;1961
128x128;1412;8;163
128x128;1409;3;92
256x256;5727;34;453
256x256;5586;17;161
128x128;1404;3;146
256x256;5773;15;150
256x256;5689;15;152
128x128;1406;3;89
512x512;22776;177;2023
256x256;5592;31;520
128x128;1411;7;91
512x512;22383;179;1967
128x128;1396;7;162
256x256;6000;36;491
512x512;22900;181;2084
256x256;5724;35;513
128x128;1417;8;95
256x256;5646;17;155
512x512;22818;214;1990
256x256;5615;30;512
512x512;22541;166;1913
128x128;1404;8;158
256x256;5857;33;441
256x256;5576;16;156
128x128;1415;4;69
512x512;22424;175;1984
256x256;5619;31;514
256x256;5723;16;166
256x256;5935;16;198
128x128;1391;7;110
512x512;22398;177;2004
512x512;22556;172;2233
256x256;5625;37;525
512x512;22599;168;2011
128x128;1410;8;163
512x512;22493;178;2245
512x512;22403;164;2220
128x128;1408;8;161
512x512;22659;183;2202
256x256;5708;39;518
256x256;5611;17;220
512x512;23464;192;2221
512x512;23115;181;2311
128x128;1445;8;182
512x512;22787;180;2227
128x128;1429;7;165
512x512;22929;181;2254
256x256;5685;39;521
128x128;1427;7;96
128x128;1434;3;93
256x256;5751;17;173
128x128;1428;3;93
128x128;1473;3;119
512x512;22769;174;2005
256x256;5726;33;522
256x256;5763;16;167
512x512;23375;214;2166
512x512;22530;175;2228
512x512;22784;172;2254
512x512;22208;165;2223
512x512;22926;169;2394
128x128;1438;8;165
512x512;24018;198;2467
512x512;22930;179;2248
256x256;5628;38;519
256x256;5574;16;170
512x512;22632;169;1997
128x128;1439;8;179
512x512;22996;171;2229
256x256;5711;37;519
512x512;23026;168;1990
256x256;5704;33;528
256x256;5706;17;166
128x128;1442;8;131
256x256;5744;16;189
128x128;1426;4;106
256x256;5747;16;164
512x512;22557;177;2011
256x256;5584;32;514
128x128;1409;8;66
512x512;22650;178;1988
256x256;5828;35;516
128x128;1397;7;95
512x512;22273;170;1948
256x256;5590;34;512
256x256;5619;16;168
256x256;5628;15;156
512x512;22497;179;1995
128x128;1407;8;162
128x128;1383;3;92
128x128;1426;3;90
128x128;1405;3;95
256x256;5638;34;460
256x256;5776;16;163
256x256;5870;19;188
512x512;23072;180;2177
512x512;22430;181;2297
128x128;1436;8;214
128x128;1437;4;128
256x256;5826;41;468
512x512;22986;178;2031
128x128;1452;7;172
256x256;5840;35;458
128x128;1436;3;92
256x256;5903;16;153
128x128;1508;3;88
128x128;1489;3;86
128x128;1536;3;92
512x512;23004;179;2016
128x128;1442;6;164
512x512;22955;177;2296
128x128;1427;7;166
512x512;22878;166;2207
256x256;5685;39;525
128x128;1438;7;95
128x128;1431;3;93
256x256;5758;16;147
256x256;5697;16;169
256x256;5781;16;167
512x512;22726;175;2060
256x256;5715;32;534
512x512;22727;178;1984
512x512;22593;176;2318
256x256;5744;37;518
256x256;5605;16;169
256x256;5685;16;170
256x256;5628;16;204
128x128;1403;8;139
128x128;1410;3;96
512x512;22346;177;2005
512x512;22598;178;2259
256x256;5567;38;518
256x256;5633;16;170
512x512;22714;173;2043
256x256;5738;31;518
512x512;22447;175;1982
512x512;22610;172;2227
256x256;5580;40;518
128x128;1408;8;96
128x128;1407;3;125
256x256;5623;17;200
512x512;22567;172;1982
128x128;1401;7;164
256x256;5655;34;437
128x128;1393;4;92
128x128;1400;3;92
512x512;22818;179;2054
256x256;5774;34;517
256x256;5620;16;162
512x512;22415;179;1991
512x512;22595;175;2450
512x512;23253;220;2391
512x512;22525;172;2214
256x256;5713;39;544
128x128;1495;8;94
256x256;5583;17;153
128x128;1405;3;89
512x512;24451;190;2280
512x512;23641;184;2279
256x256;5651;39;522
256x256;5620;16;172
256x256;5613;15;170
128x128;1397;8;103
128x128;1442;3;93
512x512;23095;176;2033
512x512;23373;169;2323
256x256;5881;40;542
256x256;5822;17;237
512x512;23659;191;2124
128x128;1471;8;172
128x128;1481;3;130
128x128;1460;3;105
256x256;5882;40;465
512x512;23084;179;1983
512x512;22873;172;2316
512x512;23184;179;2319
256x256;5763;39;532
256x256;5696;16;175
128x128;1435;8;95
128x128;1419;3;121
512x512;22756;175;2071
512x512;22455;175;2252
128x128;1413;8;165
128x128;1397;3;110
256x256;5703;38;476
512x512;22767;169;1954
256x256;5645;35;556
512x512;22856;175;1972
256x256;5617;35;515
128x128;1402;8;99
128x128;1450;3;88
256x256;5689;17;154
512x512;22552;177;2004
512x512;23126;180;2265
128x128;1409;8;166
128x128;1415;3;93
128x128;1408;4;91
512x512;22234;171;2185
128x128;1404;5;168
256x256;5631;39;438
128x128;1429;3;89
512x512;22626;174;1957
128x128;1406;5;159
512x512;22507;174;2520
128x128;1527;8;154
256x256;6085;38;489
512x512;23171;180;2031
128x128;1398;8;208
512x512;22726;179;2214
128x128;1415;6;162
256x256;5741;39;489
128x128;1436;4;134
128x128;1434;4;128
256x256;5697;16;203
256x256;5724;16;178
256x256;5696;16;170
128x128;1436;3;89
128x128;1427;3;99
256x256;5754;16;154
256x256;5721;16;151
256x256;6209;118;383
128x128;1613;27;288
256x256;6061;39;297
256x256;5973;17;252
512x512;23421;189;2116
512x512;23024;180;2312
128x128;1432;8;217
128x128;1427;3;131
128x128;1433;4;130
256x256;5739;38;497
256x256;5744;16;179
128x128;1420;3;94
128x128;1445;3;89
128x128;1428;3;89
256x256;5707;16;153
128x128;1518;3;89
256x256;5843;16;151
512x512;22981;175;2037
128x128;1439;6;165
128x128;1414;3;99
512x512;22717;179;2229
512x512;22442;171;2212
256x256;5699;40;579
128x128;1436;8;94
512x512;22903;171;1963
512x512;22404;165;2261
256x256;5685;39;523
512x512;22651;166;1954
512x512;22849;168;2405
256x256;5890;38;523
256x256;5613;17;171
512x512;22290;167;1969
128x128;1401;8;169
512x512;22905;191;2322
256x256;5659;39;516
256x256;5674;18;171
512x512;23389;179;2105
256x256;5720;33;520
256x256;5599;16;166
512x512;22438;179;1995
512x512;22975;189;2289
256x256;5582;37;517
256x256;5622;17;167
256x256;5561;15;167
512x512;23334;191;2111
512x512;22622;178;2267
256x256;5677;38;558
256x256;5652;16;171
128x128;1426;8;96
128x128;1428;3;93
512x512;23115;174;2025
256x256;5717;32;521
256x256;5730;16;167
256x256;5718;16;173
256x256;5849;16;159
128x128;1509;7;90
256x256;5972;16;147
512x512;22930;176;2037
128x128;1437;7;157
128x128;1421;3;89
128x128;1428;3;92
256x256;5678;31;458
128x128;1442;3;94
128x128;1400;3;88
256x256;5655;17;211
128x128;1459;3;89
128x128;1518;3;87
128x128;1451;3;86
128x128;1423;3;86
128x128;1443;3;85
128x128;1472;3;88
128x128;1430;3;87
128x128;1402;3;86
256x256;5545;16;146
512x512;22419;176;2087
512x512;22888;178;2252
256x256;5618;37;521
512x512;22376;165;1949
128x128;1501;8;162
256x256;5884;37;455
128x128;1401;4;90
256x256;5625;17;157
256x256;5661;16;199
256x256;5684;15;168
256x256;5623;16;152
128x128;1391;3;87
512x512;22982;180;2083
512x512;22669;172;2251
256x256;5616;37;517
512x512;22658;172;1952
128x128;1408;9;160
256x256;5592;36;450
128x128;1406;4;89
512x512;22593;174;2095
128x128;1490;6;161
128x128;1439;3;89
128x128;1509;3;92
128x128;1524;3;96
512x512;22409;175;2228
512x512;22711;167;2522
256x256;5747;40;524
128x128;1403;8;93
256x256;5615;16;160
128x128;1392;3;95
128x128;1394;3;88
512x512;22403;179;2036
256x256;5943;33;516
256x256;5961;18;176
128x128;1418;7;93
256x256;5548;16;155
256x256;5614;16;157
128x128;1403;4;90
128x128;1406;3;90
128x128;1396;3;90
512x512;22532;176;2108
128x128;1450;6;217
256x256;5819;33;482
256x256;5629;17;156
256x256;5625;16;153
256x256;5606;15;151
128x128;1403;4;90
512x512;22860;193;2187
256x256;5886;36;557
512x512;23472;210;2203
256x256;5625;38;517
128x128;1434;8;99
256x256;5722;17;151
512x512;23148;191;2085
128x128;1425;8;168
128x128;1436;3;92
128x128;1436;3;91
512x512;22920;181;2349
512x512;22937;169;2279
128x128;1424;9;166
512x512;22824;235;2314
128x128;1402;7;156
512x512;22611;183;2228
128x128;1402;7;162
512x512;22924;176;2208
128x128;1397;7;160
512x512;22423;181;2187
256x256;5620;38;514
512x512;23468;193;2156
128x128;1398;8;162
128x128;1412;3;90
512x512;22421;180;2204
128x128;1416;6;165
256x256;5837;39;516
128x128;1576;3;92
512x512;22741;172;1962
256x256;5595;34;514
512x512;22864;178;1999
512x512;22870;174;2284
512x512;23403;174;2291
128x128;1434;8;168
512x512;22809;162;2198
256x256;5684;38;511
128x128;1392;7;93
512x512;22651;163;2084
256x256;5715;34;510
128x128;1403;6;95
256x256;5626;16;152
128x128;1406;3;90
256x256;5563;16;159
512x512;23269;174;1975
128x128;1443;6;160
512x512;22486;168;2171
128x128;1395;6;159
128x128;1410;3;88
512x512;22660;175;2222
256x256;5597;38;510
128x128;1403;7;107
128x128;1400;3;92
256x256;5592;16;151
512x512;23445;191;2047
256x256;5557;36;542
512x512;22834;173;1981
256x256;5735;34;534
128x128;1495;9;152
512x512;23048;177;1997
512x512;22886;170;2269
128x128;1505;8;164
256x256;5790;39;452
256x256;5733;16;171
512x512;22969;167;1989
256x256;5595;29;533
128x128;1417;7;95
256x256;5818;17;159
512x512;22514;174;1974
512x512;22626;171;2467
512x512;22631;172;2244
128x128;1396;8;164
512x512;22548;168;2315
512x512;22273;166;2234
128x128;1393;7;164
256x256;5606;38;449
128x128;1411;4;113
256x256;5608;16;167
128x128;1409;3;118
128x128;1479;3;87
128x128;1478;3;86
256x256;5967;16;154
512x512;22488;174;2003
256x256;5608;30;516
512x512;22705;178;1952
128x128;1394;8;164
256x256;5647;33;445
128x128;1401;4;89
128x128;1413;3;95
256x256;5585;16;156
128x128;1406;3;99
256x256;5558;15;147
512x512;23190;210;1989
256x256;5588;31;518
512x512;22477;168;1931
256x256;5695;34;518
512x512;22799;242;2093
512x512;22245;192;2450
128x128;1414;8;165
128x128;1476;3;91
256x256;5994;49;438
512x512;22391;180;1998
512x512;22714;176;2311
128x128;1428;9;167
512x512;22434;169;2187
512x512;22780;169;2419
512x512;22491;165;2221
512x512;22700;323;2358
128x128;1415;8;167
128x128;1384;3;93
256x256;5622;39;431
128x128;1436;3;90
256x256;5718;18;151
512x512;22635;177;2043
128x128;1442;7;165
256x256;5870;34;455
