Size;Generation(µs);Serialization(µs);ToRedis(µs)
128x128;1580;4;181
128x128;1486;3;262
512x512;24040;178;1133
128x128;1545;5;173
128x128;1593;3;172
256x256;6231;35;397
512x512;24124;190;833
128x128;1543;7;229
512x512;24117;170;1049
512x512;24050;159;1148
512x512;24002;164;1370
128x128;1519;10;266
512x512;24051;171;1060
512x512;24074;177;1198
512x512;24155;153;864
512x512;24183;186;956
128x128;1578;8;264
512x512;23842;180;1255
512x512;24372;178;1368
256x256;6231;38;402
256x256;6074;16;330
512x512;24020;173;1124
256x256;6319;37;360
256x256;6000;16;311
512x512;23987;170;1120
512x512;24163;169;1013
256x256;6255;37;363
512x512;24036;158;1208
512x512;24624;167;1185
512x512;24040;156;966
128x128;1607;8;274
256x256;6277;89;326
512x512;24070;161;1278
128x128;1506;7;178
512x512;24077;176;998
512x512;24116;166;1004
256x256;6212;39;346
256x256;6025;16;344
512x512;24098;169;1161
256x256;6212;32;367
256x256;6035;17;337
256x256;5923;16;329
256x256;6041;15;331
256x256;6165;16;328
256x256;6385;17;335
128x128;1608;8;273
128x128;1550;6;324
256x256;5982;20;387
512x512;24098;179;1292
256x256;6142;34;383
128x128;1606;6;266
256x256;6136;17;364
256x256;6053;16;346
256x256;5994;16;300
256x256;5973;16;304
512x512;24050;178;1135
256x256;6243;32;364
128x128;1497;8;239
256x256;6032;18;335
128x128;1490;3;237
512x512;24086;178;901
512x512;24444;174;1026
128x128;1579;8;135
128x128;1621;4;257
512x512;24038;163;979
256x256;6272;41;437
512x512;24013;166;840
512x512;24213;174;1054
512x512;24264;156;887
128x128;1608;8;331
512x512;24407;165;1074
512x512;24107;154;1139
256x256;6216;39;349
512x512;24072;167;1048
256x256;6063;34;337
512x512;24070;194;1296
512x512;24328;180;836
256x256;6157;40;379
256x256;5979;16;335
512x512;24074;172;923
128x128;1616;9;260
128x128;1578;4;308
128x128;1506;4;236
256x256;6000;32;326
128x128;1501;4;268
512x512;24198;175;1077
512x512;24406;168;1068
512x512;24191;171;1187
128x128;1546;8;229
256x256;6123;37;353
256x256;5993;16;336
256x256;5997;16;330
256x256;5997;16;337
512x512;23991;224;946
512x512;24113;195;1153
512x512;24223;202;1069
256x256;6141;39;340
256x256;6085;24;383
128x128;1514;8;274
256x256;6072;16;330
512x512;24005;181;1094
256x256;6104;35;356
128x128;1509;8;269
256x256;6031;17;327
512x512;24101;182;1042
512x512;24319;186;1321
256x256;6261;37;341
512x512;23914;193;1056
512x512;24327;227;1195
128x128;1554;8;277
512x512;24192;166;960
128x128;1596;8;192
128x128;1532;4;282
128x128;1534;3;254
256x256;5995;38;336
128x128;1497;4;224
512x512;24039;166;1016
256x256;6174;38;357
128x128;1554;6;262
512x512;23764;179;1039
512x512;24557;193;1329
256x256;6288;42;336
256x256;6071;17;423
256x256;6057;16;382
512x512;23794;183;1110
512x512;24277;188;981
512x512;24152;178;986
128x128;1553;8;174
128x128;1540;3;176
128x128;1609;3;210
512x512;24179;202;1574
128x128;1528;13;212
512x512;24234;201;1000
256x256;6071;41;350
128x128;1503;8;235
256x256;5992;17;345
512x512;23979;175;1114
128x128;1529;7;234
256x256;6046;31;346
256x256;6061;18;377
128x128;1504;4;208
128x128;1507;4;263
512x512;23913;183;1098
512x512;24050;172;967
128x128;1507;9;202
128x128;1589;3;260
128x128;1554;4;255
128x128;1507;4;271
512x512;24027;196;1179
512x512;24341;176;1196
512x512;24086;162;868
512x512;24360;171;1345
512x512;24098;166;1139
512x512;24446;165;1262
128x128;1611;8;262
512x512;23918;192;1225
128x128;1539;8;260
256x256;6175;38;368
128x128;1497;4;240
512x512;23986;178;1170
128x128;1559;6;320
128x128;1548;4;230
128x128;1496;3;267
128x128;1498;4;255
256x256;5999;35;353
128x128;1502;4;253
512x512;24055;173;1188
128x128;1535;6;262
128x128;1650;3;229
512x512;24279;192;981
512x512;24327;195;1147
128x128;1534;8;174
128x128;1553;3;175
128x128;1488;3;306
128x128;1552;3;205
256x256;5994;38;328
256x256;6046;17;318
256x256;6000;17;255
128x128;1546;3;260
512x512;23815;173;1145
128x128;1579;5;263
512x512;24215;201;1001
256x256;6177;41;352
256x256;5978;16;375
512x512;24063;180;990
128x128;1534;8;308
512x512;24365;199;1140
128x128;1571;8;210
512x512;24216;186;983
256x256;6010;38;284
128x128;1496;7;175
512x512;23905;172;1180
256x256;6286;41;406
128x128;1495;8;177
128x128;1550;3;262
256x256;6349;19;374
512x512;24066;179;1063
512x512;24216;184;1176
256x256;6084;48;368
128x128;1545;8;243
128x128;1563;5;183
512x512;24187;189;972
128x128;1602;7;184
256x256;6085;37;259
256x256;6337;22;268
512x512;24017;172;1379
128x128;1499;7;179
256x256;6148;34;362
128x128;1510;4;255
512x512;23842;194;1132
256x256;6139;37;348
256x256;6037;18;355
512x512;24104;180;1191
128x128;1575;8;266
128x128;1545;4;271
512x512;23833;169;1469
128x128;1593;5;259
128x128;1548;3;261
512x512;24144;159;1116
512x512;24248;167;1157
512x512;24364;167;1205
256x256;6059;40;343
128x128;1550;8;260
128x128;1503;4;272
512x512;24140;194;1199
512x512;24301;173;1057
256x256;6206;41;329
256x256;6156;17;366
256x256;6005;16;333
256x256;6080;16;342
256x256;6207;17;338
128x128;1538;8;255
128x128;1583;4;260
128x128;1577;4;271
128x128;1509;4;301
128x128;1502;4;233
256x256;6030;16;338
512x512;24019;173;1160
128x128;1593;6;271
256x256;6249;36;447
128x128;1499;4;240
512x512;23965;178;1210
128x128;1615;11;321
128x128;1556;3;292
512x512;24135;177;879
256x256;6113;38;340
256x256;6040;16;347
512x512;23986;179;1105
256x256;6338;36;411
256x256;6089;16;347
128x128;1511;8;264
256x256;5944;16;324
128x128;1539;3;256
128x128;1494;3;269
512x512;24376;173;880
256x256;6331;33;352
128x128;1512;7;218
512x512;23892;170;995
128x128;1543;7;264
256x256;6285;36;334
128x128;1534;4;263
512x512;24011;196;962
512x512;24218;171;951
256x256;6321;39;294
256x256;6252;18;281
512x512;24009;170;864
128x128;1551;8;309
512x512;24142;176;1020
128x128;1604;7;255
512x512;23922;174;1071
512x512;24366;171;1266
256x256;6172;40;314
256x256;6008;16;365
256x256;6026;16;345
512x512;23970;199;1139
128x128;1501;8;267
128x128;1596;4;253
512x512;23792;172;1173
256x256;6075;39;367
256x256;6086;17;338
128x128;1554;6;256
256x256;6166;16;381
512x512;23850;176;1350
512x512;24185;178;1117
512x512;24238;160;1257
512x512;24374;197;1669
128x128;1653;8;192
512x512;23921;180;1080
128x128;1554;6;277
512x512;24229;174;1080
512x512;24334;191;944
128x128;1594;8;274
128x128;1600;3;254
128x128;1533;4;258
256x256;6056;39;433
128x128;1510;3;267
512x512;24240;175;1262
128x128;1551;6;342
256x256;6082;35;361
256x256;5957;17;305
128x128;1484;4;261
512x512;24180;198;1011
512x512;24170;173;1044
128x128;1542;8;236
256x256;6283;38;303
128x128;1525;5;231
128x128;1515;3;269
128x128;1502;3;233
512x512;24027;168;1080
128x128;1603;5;178
512x512;24159;184;841
512x512;24067;188;1168
256x256;6272;40;381
128x128;1548;8;264
256x256;6278;39;426
512x512;24207;181;1145
512x512;24070;185;1296
512x512;24043;168;1063
512x512;24265;219;1164
128x128;1492;8;238
256x256;6058;38;340
256x256;5987;17;329
256x256;6041;17;351
128x128;1485;4;230
256x256;5986;17;344
512x512;24160;199;1237
512x512;24134;173;1062
256x256;6153;38;313
256x256;6093;17;354
256x256;5944;18;332
128x128;1507;8;264
512x512;23991;173;931
128x128;1560;6;319
512x512;24109;176;1100
512x512;24108;167;1211
128x128;1505;9;197
512x512;24111;198;1206
512x512;24077;168;1072
128x128;1608;8;254
128x128;1593;3;263
128x128;1537;4;307
128x128;1483;4;235
128x128;1499;4;262
512x512;23954;178;1078
256x256;6177;38;342
256x256;5984;17;342
256x256;6128;17;313
512x512;24109;200;1208
128x128;1608;8;219
512x512;24334;179;950
512x512;24200;165;811
256x256;6194;38;329
256x256;6040;19;297
256x256;5958;17;368
128x128;1492;9;272
128x128;1511;3;269
512x512;24223;175;896
256x256;6158;34;251
128x128;1497;6;172
256x256;5946;18;325
256x256;6017;17;345
512x512;24031;185;1015
512x512;24271;165;1044
512x512;24196;171;1094
256x256;6135;39;261
256x256;5934;18;375
128x128;1509;8;202
512x512;23927;175;1176
256x256;6105;33;323
128x128;1493;7;268
256x256;5999;18;352
128x128;1497;3;259
128x128;1507;3;235
256x256;6006;17;307
512x512;24242;177;1030
128x128;1550;7;183
128x128;1587;3;260
512x512;23821;174;974
512x512;24159;163;1075
128x128;1536;8;169
256x256;6111;40;372
512x512;23997;171;865
256x256;6188;35;249
512x512;23834;166;1461
512x512;24049;163;948
256x256;6313;39;343
512x512;24168;174;1024
256x256;6217;36;301
128x128;1512;8;214
128x128;1491;4;269
512x512;23949;181;1234
256x256;5999;36;356
256x256;6004;17;327
512x512;23962;185;1082
128x128;1551;8;264
512x512;23961;171;1229
512x512;24125;166;1048
128x128;1595;8;258
512x512;24077;190;1034
512x512;24206;225;780
128x128;1540;9;199
256x256;5959;38;283
256x256;5995;18;482
128x128;1503;4;296
128x128;1503;4;201
128x128;1496;3;261
256x256;6464;56;450
512x512;24821;197;1332
256x256;6097;41;346
128x128;1501;9;296
128x128;1543;3;317
128x128;1496;4;227
128x128;1496;3;255
256x256;5928;18;294
256x256;5975;17;340
512x512;24049;187;1155
256x256;6205;32;393
256x256;5997;17;335
512x512;24599;234;1393
128x128;1585;8;234
256x256;6243;38;329
512x512;24129;174;1111
512x512;24219;182;1389
256x256;6204;38;348
256x256;6002;17;297
128x128;1483;8;264
512x512;23970;260;1142
256x256;6241;37;413
128x128;1658;14;300
512x512;24003;191;1021
256x256;6156;36;276
512x512;23802;173;1208
256x256;6141;33;350
128x128;1496;8;268
256x256;5992;17;339
128x128;1515;3;232
128x128;1504;3;171
128x128;1488;3;170
256x256;5979;17;335
512x512;24117;169;983
128x128;1617;6;264
512x512;24036;161;1070
128x128;1621;6;267
128x128;1595;3;249
512x512;24062;164;1107
128x128;1600;6;262
256x256;6108;39;410
256x256;6115;18;326
512x512;23995;178;1120
512x512;24014;163;1113
128x128;1547;8;272
256x256;6289;38;389
512x512;24496;190;1135
512x512;24197;270;1204
512x512;24597;251;1186
512x512;23821;181;1095
512x512;24392;177;1318
512x512;24061;187;1169
512x512;24367;197;1404
128x128;1583;8;205
256x256;6189;39;362
128x128;1527;5;232
512x512;23993;242;1352
128x128;1583;7;272
512x512;24101;198;1206
512x512;24695;198;1521
512x512;24076;193;925
256x256;6150;39;396
128x128;1531;8;242
256x256;6097;28;355
256x256;6072;21;309
128x128;1500;6;224
128x128;1572;5;219
256x256;5954;20;273
256x256;5984;17;319
512x512;23959;189;907
128x128;1598;7;269
128x128;1616;3;265
128x128;1498;5;264
512x512;23775;186;1092
512x512;24198;217;1040
512x512;24162;194;1268
256x256;6178;39;377
512x512;23953;191;1229
512x512;24132;160;968
128x128;1575;8;136
256x256;6139;38;359
512x512;23923;178;1339
256x256;6155;37;369
512x512;24000;185;1297
512x512;24237;233;1308
512x512;24023;195;1315
256x256;6066;38;346
128x128;1542;8;312
256x256;6007;18;313
128x128;1497;3;251
512x512;25076;198;1200
128x128;1599;8;244
512x512;24131;189;1159
256x256;5983;39;354
256x256;6211;17;359
128x128;1547;7;231
128x128;1537;3;258
512x512;23933;185;1166
256x256;6186;38;349
128x128;1498;7;265
128x128;1549;4;257
256x256;5991;18;331
256x256;5993;18;369
512x512;24175;180;1271
256x256;6147;34;316
512x512;23995;192;1029
256x256;6038;36;439
512x512;24098;161;1127
128x128;1546;8;237
512x512;23935;174;1091
128x128;1494;6;231
128x128;1586;4;264
256x256;6033;37;358
256x256;6137;17;335
512x512;23937;176;1501
128x128;1494;7;234
256x256;6121;33;335
512x512;23947;168;838
128x128;1565;42;250
128x128;1544;3;309
512x512;24106;179;1298
128x128;1548;6;242
512x512;23987;162;1079
128x128;1608;6;239
512x512;24272;178;1222
512x512;24128;172;1049
512x512;24476;172;1016
128x128;1538;8;313
256x256;6038;37;341
512x512;23939;169;1208
512x512;24202;177;1054
256x256;6179;38;306
512x512;24124;175;890
128x128;1547;8;234
256x256;6078;35;340
128x128;1486;4;304
128x128;1502;4;230
512x512;23915;167;995
256x256;6104;36;370
256x256;6170;17;276
128x128;1501;7;269
128x128;1501;3;262
256x256;5997;17;332
512x512;24101;191;1054
256x256;6220;36;355
128x128;1581;7;217
256x256;6215;19;260
512x512;23913;181;984
512x512;24181;170;1015
128x128;1609;8;235
512x512;23979;155;1177
128x128;1588;6;176
256x256;6119;41;272
512x512;24112;176;1187
128x128;1546;9;285
256x256;6106;34;351
128x128;1542;4;249
128x128;1482;4;285
256x256;6035;18;337
256x256;6012;17;365
256x256;6056;17;318
256x256;6094;19;297
512x512;24204;184;1232
128x128;1597;8;204
256x256;6280;36;269
256x256;6255;19;315
256x256;6206;17;365
512x512;24116;187;871
256x256;6180;34;362
256x256;5975;19;396
256x256;5991;18;410
128x128;1568;8;270
512x512;24274;184;1233
512x512;24196;196;1170
512x512;24193;178;1203
128x128;1488;8;210
512x512;23978;179;1176
512x512;24070;175;1065
512x512;24373;195;978
256x256;6137;38;342
256x256;5996;17;356
512x512;23828;194;1202
256x256;6143;37;312
512x512;23957;177;987
512x512;24168;175;1083
128x128;1596;8;175
256x256;6200;38;348
512x512;23802;165;1079
256x256;6195;35;396
256x256;6226;19;360
512x512;24078;174;979
256x256;6119;40;362
128x128;1601;11;276
256x256;6252;50;388
512x512;24278;193;1497
256x256;6205;38;373
512x512;24075;199;1275
512x512;24488;164;905
256x256;6207;38;298
256x256;6054;24;362
128x128;1506;8;173
256x256;6036;18;400
256x256;6103;31;388
512x512;25225;342;1437
512x512;25658;203;886
128x128;1569;10;296
256x256;6310;40;520
128x128;1535;6;330
128x128;1543;3;169
512x512;24311;198;946
128x128;1544;6;285
256x256;6173;37;346
128x128;1586;3;255
128x128;1611;3;254
512x512;24366;234;1046
256x256;6162;37;379
512x512;24099;183;960
512x512;23920;188;1415
128x128;1539;8;258
256x256;6063;38;337
128x128;1600;4;259
256x256;6112;18;379
256x256;6238;21;309
256x256;5933;17;302
256x256;6025;16;354
256x256;6174;16;310
128x128;1512;3;255
512x512;24116;187;931
256x256;6060;35;344
256x256;5996;17;333
256x256;6025;17;382
256x256;5980;17;339
512x512;24226;177;1300
256x256;6138;33;344
256x256;5994;17;522
128x128;1483;8;234
512x512;24058;233;1275
256x256;6106;37;307
512x512;24077;173;1121
128x128;1556;7;318
128x128;1547;4;290
128x128;1493;3;260
256x256;5995;35;347
128x128;1498;4;225
256x256;5991;19;374
128x128;1500;3;282
256x256;6150;17;325
512x512;24132;186;1255
512x512;24270;187;1025
128x128;1616;8;263
128x128;1602;3;246
512x512;23948;177;1060
128x128;1616;7;218
256x256;6090;38;299
256x256;6048;19;343
512x512;24134;205;956
512x512;24184;184;1399
512x512;24346;196;1638
256x256;6046;40;296
128x128;1496;8;263
512x512;24326;199;1095
128x128;1578;8;218
256x256;6013;38;221
128x128;1555;5;273
512x512;24279;199;1131
128x128;1571;8;239
128x128;1605;3;250
512x512;24253;194;1222
512x512;24268;201;906
256x256;6268;42;344
128x128;1551;8;234
128x128;1520;4;165
512x512;24001;184;1226
128x128;1542;7;211
128x128;1586;4;201
256x256;6054;36;359
256x256;6079;17;325
512x512;24306;198;1031
256x256;6324;44;312
128x128;1584;10;260
256x256;6044;27;378
128x128;1508;6;134
128x128;1542;4;204
256x256;6040;18;420
512x512;24195;182;1209
128x128;1602;7;236
512x512;24114;173;978
128x128;1598;7;210
256x256;6084;37;287
512x512;23747;191;968
128x128;1586;7;211
512x512;24309;255;1194
128x128;1555;39;226
128x128;1557;5;240
512x512;23950;191;1162
128x128;1527;8;254
128x128;1521;3;200
256x256;6055;42;375
512x512;24418;247;1408
256x256;6397;47;451
512x512;25636;217;868
512x512;24860;236;1153
128x128;1573;9;272
256x256;6193;37;328
256x256;6233;57;324
512x512;24156;181;1135
512x512;24094;229;1017
512x512;23792;157;1189
512x512;24081;148;1268
128x128;1591;8;242
128x128;1500;3;257
256x256;6008;37;391
256x256;6013;15;337
128x128;1484;3;232
128x128;1496;4;265
512x512;23964;175;1071
256x256;6122;37;338
512x512;24076;187;1038
512x512;24456;205;1058
256x256;6160;40;285
128x128;1506;8;263
128x128;1504;4;265
512x512;24134;194;1099
256x256;6202;39;344
256x256;6178;21;383
512x512;23919;193;1094
256x256;6248;39;286
256x256;6157;24;320
512x512;24529;184;1118
256x256;6185;37;340
512x512;24104;185;1536
256x256;6113;37;398
256x256;6113;17;349
128x128;1496;8;254
128x128;1505;4;245
128x128;1481;4;231
512x512;23954;187;1349
512x512;24226;206;1382
128x128;1541;8;326
128x128;1551;5;202
128x128;1590;5;179
256x256;6442;64;560
256x256;6362;37;380
512x512;25600;204;1203
128x128;1620;11;252
512x512;25028;207;1161
128x128;1562;8;237
512x512;24182;187;1234
256x256;6095;38;316
512x512;23790;178;1093
128x128;1600;8;267
256x256;6085;34;309
512x512;24019;165;1011
256x256;6082;33;277
128x128;1498;7;166
512x512;23882;169;803
512x512;24124;166;1151
256x256;6272;38;385
512x512;24088;158;1540
256x256;6096;33;293
512x512;23744;164;1281
128x128;1572;8;244
128x128;1593;3;166
512x512;23455;153;888
128x128;1585;6;130
512x512;23679;163;1177
256x256;6101;37;337
128x128;1491;7;244
256x256;6006;18;372
256x256;5967;17;338
512x512;24157;171;1067
512x512;24167;162;963
512x512;24164;165;972
256x256;6154;37;318
512x512;23962;163;1038
256x256;6115;34;322
512x512;24207;166;942
128x128;1546;8;175
128x128;1585;3;219
512x512;23804;165;946
512x512;24036;162;1193
128x128;1595;7;267
512x512;24385;193;1524
512x512;24539;191;1183
256x256;6202;39;298
512x512;24422;179;1066
128x128;1532;9;245
128x128;1585;3;174
128x128;1473;3;177
512x512;24057;178;1156
128x128;1588;6;272
256x256;6280;37;274
